"Facility Name","Location Type","Operator","Status","Open","Hours of Operation","Accessibility","Restroom Type","Changing Stations","Additional Notes","Website","Latitude","Longitude","Location"
"Lefferts Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/lefferts","40.686916","-73.824831","POINT (-73.824831 40.686916)"
"Rugby Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","No",,"https://www.bklynlibrary.org/locations/rugby","40.648628","-73.930358","POINT (-73.930358 40.648628)"
"Father Macris Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,,,,"40.61681","-74.163049","POINT (-74.163049 40.61681)"
"100% Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.64679","-73.8995","POINT (-73.8995 40.64679)"
"Bushwick Inlet Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.721922","-73.960598","POINT (-73.960598 40.721922)"
"Reservoir (Northwest)","Park","NYC Parks","Operational","Year Round",,"Partially Accessible",,"No",,,"40.78944","-73.9619","POINT (-73.9619 40.78944)"
"Real Good Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.73552","-73.8572","POINT (-73.8572 40.73552)"
"Grover Cleveland Playground","Park","NYC Parks","Not Operational",,,"Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.7109","-73.9109","POINT (-73.9109 40.7109)"
"St Mary's Playground West","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.81286","-73.9134","POINT (-73.9134 40.81286)"
"Macombs Dam Park Zone 2 Lower","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.8275","-73.9284","POINT (-73.9284 40.8275)"
"Bayview Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.63495","-73.8872","POINT (-73.8872 40.63495)"
"Baruch Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.71722","-73.9769","POINT (-73.9769 40.71722)"
"Evelina Antonetty Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.81728","-73.9284","POINT (-73.9284 40.81728)"
"Midland Beach Zone 4","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally",,,,,,"40.573606","-74.083955","POINT (-74.083955 40.573606)"
"Hudson River Park Pier 83","Park","Hudson River Park","Operational","Year Round","9:30am - 9:30pm","Fully Accessible",,,,,"40.762739","-74.001471","POINT (-74.001471 40.762739)"
"Bathgate Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.84051","-73.8978","POINT (-73.8978 40.84051)"
"Hoffman Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","No",,,"40.73298","-73.8715","POINT (-73.8715 40.73298)"
"Red Hook Park Zone 3","Park","NYC Parks","Not Operational",,,"Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.67277","-74.0078","POINT (-74.0078 40.67277)"
"Hudson River Park Pier 51","Park","Hudson River Park","Operational","Year Round","7:30am - 8pm","Fully Accessible",,,,,"40.737997","-74.010384","POINT (-74.010384 40.737997)"
"Clove Lakes Cafe","Park","NYC Parks Concessionaire","Operational","Year Round","11:30am-9:00pm","Partially Accessible","Multi-Stall W/M Restrooms","No",,,"40.617665","-74.108137","POINT (-74.108137 40.617665)"
"Bronx Shore","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.80055","-73.9239","POINT (-73.9239 40.80055)"
"173 St Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.70186","-73.7835","POINT (-73.7835 40.70186)"
"Arcilla Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.82717","-73.9146","POINT (-73.9146 40.82717)"
"East Springfield Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.69869","-73.7399","POINT (-73.7399 40.69869)"
"Sunken Meadow","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.79555","-73.9189","POINT (-73.9189 40.79555)"
"St. George Library Center, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm 
Wednesday: 10:00 am - 7:00 pm  
Thursday: 10:00 am - 7:00 pm 
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in single-stall all gender restroom only""",,"https://www.nypl.org/locations/st-george-library-center","40.641808","-74.07668","POINT (-74.07668 40.641808)"
"Flatbush Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Partially Accessible","Multi-Stall W/M Restrooms","Yes",,"https://www.bklynlibrary.org/locations/flatbush","40.651933","-73.958244","POINT (-73.958244 40.651933)"
"Wolfe's Pond Park Zone 2","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms",,,,"40.51614","-74.1894","POINT (-74.1894 40.51614)"
"Chatham Square Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 9:00 am - 7:00 pm 
Tuesday: 9:00 am - 7:00 pm 
Wednesday: 9:00 am - 7:00 pm 
Thursday: 9:00 am - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/chatham-square","40.713341","-73.996491","POINT (-73.996491 40.713341)"
"Betsy Head Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.66194","-73.9144","POINT (-73.9144 40.66194)"
"Playground 123","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.80998","-73.9559","POINT (-73.9559 40.80998)"
"Jamaica Bay Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/jamaica-bay","40.634468","-73.889245","POINT (-73.889245 40.634468)"
"101st St. Soccer Field","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.80055","-73.9733","POINT (-73.9733 40.80055)"
"Mt Prospect Park Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.67216","-73.9659","POINT (-73.9659 40.67216)"
"Owl Hollow Fields","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,,,,"40.56068","-74.196208","POINT (-74.196208 40.56068)"
"Fresh Meadows Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/fresh-meadows","40.741591","-73.782283","POINT (-73.782283 40.741591)"
"Mill Pond Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"""Yes, in women's restroom only""",,,"40.82445","-73.9315","POINT (-73.9315 40.82445)"
"Annadale Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Partially Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.7311","-73.8517","POINT (-73.8517 40.7311)"
"Lower Highland Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","Yes",,,"40.68404","-73.8858","POINT (-73.8858 40.68404)"
"Harmony Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.66341","-73.9767","POINT (-73.9767 40.66341)"
"Columbus Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm  
Wednesday: 11:00 am - 7:00 pm   
Thursday: 11:00 am - 7:00 pm   
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.nypl.org/locations/columbus","40.764943","-73.991222","POINT (-73.991222 40.764943)"
"Ulmer Park Library, BPL","Library","BPL","Operational","Year Round","Monday	10 am - 6 pm
Tuesday	1 pm - 8 pm
Wednesday	10 am - 6 pm
Thursday	10 am - 8 pm
Friday	10 am - 6 pm
Saturday	10 am - 5 pm
Sunday	CLOSED","Fully Accessible","Single-Stall All Gender Restroom(s)","Yes",,"https://www.bklynlibrary.org/locations/ulmer-park","40.592693","-73.988629","POINT (-73.988629 40.592693)"
"Colden Playground","Park","NYC Parks","Not Operational",,,"Not Accessible","Multi-Stall W/M Restrooms","""Yes, in men's restroom only""",,,"40.77015","-73.827","POINT (-73.827 40.77015)"
"Greencroft Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.55206","-74.1361","POINT (-74.1361 40.55206)"
"Francis Martin Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 11:00 am - 7:00 pm 
Tuesday: 11:00 am - 7:00 pm 
Wednesday: 11:00 am - 7:00 pm 
Thursday: 11:00 am - 7:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","""Yes, in single-stall all gender restroom only""",,"https://www.nypl.org/locations/francis-martin","40.85743","-73.909318","POINT (-73.909318 40.85743)"
"Bushwick Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.70171","-73.9395","POINT (-73.9395 40.70171)"
"Richman (Echo) Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.84958","-73.9021","POINT (-73.9021 40.84958)"
"McKinley Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.72427","-73.9856","POINT (-73.9856 40.72427)"
"Edenwald Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 7:00 pm 
Tuesday: 10:00 am - 7:00 pm
Wednesday: 10:00 am - 7:00 pm
Thursday: 10:00 am - 7:00 pm
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","No",,"https://www.nypl.org/locations/edenwald","40.888903","-73.840839","POINT (-73.840839 40.888903)"
"Stables Area","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.90093","-73.8927","POINT (-73.8927 40.90093)"
"St. Albans Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/st.albans","40.692508","-73.760074","POINT (-73.760074 40.692508)"
"Matthews Muliner Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in men's restroom only""",,,"40.84694","-73.8615","POINT (-73.8615 40.84694)"
"Arverne East Nature Preserve","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally",,,"Yes",,,"40.59237","-73.7752","POINT (-73.7752 40.59237)"
"Queensboro Hill Library, QPL","Library","QPL","Closed for Construction","Year Round",,,,,,"https://www.queenslibrary.org/about-us/locations/queensboro-hill","40.742939","-73.825171","POINT (-73.825171 40.742939)"
"Fermi Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.70031","-73.9285","POINT (-73.9285 40.70031)"
"Paerdegat Basin Marina 1","Park","NYC Parks Concessionaire","Operational","Year Round","9:00am-5:00pm","Partially Accessible","Multi-Stall W/M Restrooms","No",,,"40.624409","-73.903769","POINT (-73.903769 40.624409)"
"Castle Hill Library, NYPL","Library","NYPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 10:00 am - 6:00 pm
Wednesday: 10:00 am - 6:00 pm
Thursday: 10:00 am - 6:00 pm
Friday: 10:00 am - 5:00 pm 
Saturday: 10:00 am - 5:00 pm","Fully Accessible","Single-Stall All Gender Restroom(s)","No",,"https://www.nypl.org/locations/castle-hill","40.826638","-73.850172","POINT (-73.850172 40.826638)"
"Sol Bloom Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.78985","-73.9687","POINT (-73.9687 40.78985)"
"Chelsea Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.74986","-74.0008","POINT (-74.0008 40.74986)"
"McCarren Park Zone 3","Park","NYC Parks","Operational","Year Round","7:30am-11:00pm","Fully Accessible","Both Single-Stall All Gender and Multi-Stall W/M","No",,,"40.72203","-73.9518","POINT (-73.9518 40.72203)"
"Jaime Campiz Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.71344","-73.9545","POINT (-73.9545 40.71344)"
"Carver Playground","Park","NYC Parks","Not Operational",,,"Partially Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.68045","-73.9205","POINT (-73.9205 40.68045)"
"Little Bay Park Zone 2","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","""Yes, in men's restroom only""",,,"40.79045","-73.782","POINT (-73.782 40.79045)"
"Mott Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.83127","-73.9148","POINT (-73.9148 40.83127)"
"Columbus Park","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.71486","-74.0001","POINT (-74.0001 40.71486)"
"Caserta Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","""Yes, in women's restroom only""",,,"40.83749","-73.8538","POINT (-73.8538 40.83749)"
"Bartlett Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.70071","-73.946","POINT (-73.946 40.70071)"
"Hunter Island Picnic Area","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.86985","-73.7904","POINT (-73.7904 40.86985)"
"John Allen Payne Playground","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.63978","-74.0236","POINT (-74.0236 40.63978)"
"Rockaway Beach 08a","Park","NYC Parks","Operational","Seasonal","8am-4pm, Open later seasonally","Partially Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.57793","-73.8352","POINT (-73.8352 40.57793)"
"Auburndale Library, QPL","Library","QPL","Operational","Year Round","Sunday: Closed 
Monday: 10:00 am - 6:00 pm 
Tuesday: 1:00 pm - 6:00 pm 
Wednesday: 10:00 am - 6:00 pm 
Thursday: 12:00 pm - 8:00 pm 
Friday: 10:00 am - 6:00 pm 
Saturday: 10:00 am - 5:00 pm",,"Single-Stall All Gender Restroom(s)","Yes","Yes, a key is needed to enter","https://www.queenslibrary.org/about-us/locations/auburndale","40.773755","-73.796343","POINT (-73.796343 40.773755)"
"Ballfields","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Not Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.74192","-73.848","POINT (-73.848 40.74192)"
"Coffey Park Playground","Park","NYC Parks","Operational","Year Round","8am-4pm, Open later seasonally","Partially Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.67721","-74.0087","POINT (-74.0087 40.67721)"
"Prospect Park Lakeside Center","Park","NYC Parks Concessionaire","Operational","Year Round","9:00am-7:00pm","Fully Accessible","Multi-Stall W/M Restrooms","Yes",,,"40.657069","-73.96418","POINT (-73.96418 40.657069)"
"Orchard Beach Snack Bars & Mobile Units","Park","NYC Parks Concessionaire","Operational","Year Round","11:00am-6:00pm","Fully Accessible","Multi-Stall W/M Restrooms","No",,,"40.865136","-73.794799","POINT (-73.794799 40.865136)"
